Tempo;Missile_X;Missile_Y;Missile_Z;Velocita_M_Tot;Target_X;Target_Y;Target_Z;Distanza;Drag_N;Carburante_Residuo;G_Load
5.190;1426.04;1066.69;1865.90;482.81;1453.55;2325.55;1773.55;1265.36;12.60;0.00;9.44
5.200;1423.07;1070.24;1867.26;482.42;1450.60;2326.20;1774.10;1262.53;12.58;0.00;9.38
5.210;1420.11;1073.79;1868.60;482.04;1447.65;2326.85;1774.65;1259.71;12.56;0.00;9.33
5.220;1417.14;1077.34;1869.94;481.66;1444.70;2327.50;1775.20;1256.88;12.53;0.00;9.27
5.230;1414.17;1080.88;1871.27;481.28;1441.75;2328.15;1775.75;1254.05;12.51;0.00;9.22
5.240;1411.21;1084.43;1872.58;480.91;1438.81;2328.81;1776.31;1251.23;12.49;0.00;9.16
5.250;1408.25;1087.97;1873.89;480.54;1435.86;2329.46;1776.86;1248.40;12.47;0.00;9.11
5.260;1405.28;1091.52;1875.18;480.17;1432.91;2330.11;1777.41;1245.58;12.45;0.00;9.06
5.270;1402.32;1095.06;1876.47;479.80;1429.97;2330.77;1777.97;1242.75;12.43;0.00;9.00
5.280;1399.36;1098.61;1877.75;479.44;1427.02;2331.42;1778.52;1239.93;12.41;0.00;8.95
5.290;1396.40;1102.15;1879.01;479.09;1424.07;2332.07;1779.07;1237.11;12.39;0.00;8.89
5.300;1393.44;1105.69;1880.27;478.73;1421.12;2332.72;1779.62;1234.29;12.37;0.00;8.84
5.310;1390.48;1109.23;1881.52;478.38;1418.18;2333.38;1780.18;1231.47;12.35;0.00;8.79
5.320;1387.52;1112.77;1882.76;478.03;1415.23;2334.03;1780.73;1228.65;12.33;0.00;8.73
5.330;1384.56;1116.31;1883.99;477.68;1412.28;2334.68;1781.28;1225.83;12.31;0.00;8.68
5.340;1381.60;1119.85;1885.21;477.34;1409.34;2335.34;1781.84;1223.01;12.29;0.00;8.63
5.350;1378.65;1123.38;1886.42;477.00;1406.39;2335.99;1782.39;1220.19;12.27;0.00;8.58
5.360;1375.69;1126.92;1887.62;476.66;1403.45;2336.65;1782.95;1217.38;12.25;0.00;8.53
5.370;1372.74;1130.46;1888.81;476.33;1400.50;2337.30;1783.50;1214.56;12.23;0.00;8.47
5.380;1369.78;1133.99;1889.99;476.00;1397.55;2337.95;1784.05;1211.75;12.21;0.00;8.42
5.390;1366.83;1137.53;1891.16;475.67;1394.61;2338.61;1784.61;1208.93;12.19;0.00;8.37
5.400;1363.87;1141.06;1892.33;475.35;1391.66;2339.26;1785.16;1206.12;12.18;0.00;8.32
5.410;1360.92;1144.59;1893.48;475.02;1388.72;2339.92;1785.72;1203.30;12.16;0.00;8.27
5.420;1357.97;1148.13;1894.63;474.71;1385.77;2340.57;1786.27;1200.49;12.14;0.00;8.22
5.430;1355.02;1151.66;1895.77;474.39;1382.82;2341.22;1786.82;1197.68;12.12;0.00;8.17
5.440;1352.07;1155.19;1896.90;474.08;1379.88;2341.88;1787.38;1194.87;12.10;0.00;8.11
5.450;1349.12;1158.72;1898.01;473.76;1376.93;2342.53;1787.93;1192.06;12.09;0.00;8.06
5.460;1346.17;1162.25;1899.13;473.46;1373.99;2343.19;1788.49;1189.25;12.07;0.00;8.01
5.470;1343.22;1165.78;1900.23;473.15;1371.04;2343.84;1789.04;1186.44;12.05;0.00;7.96
5.480;1340.27;1169.30;1901.32;472.85;1368.10;2344.50;1789.60;1183.63;12.04;0.00;7.91
5.490;1337.33;1172.83;1902.41;472.55;1365.15;2345.15;1790.15;1180.82;12.02;0.00;7.86
5.500;1334.38;1176.36;1903.48;472.25;1362.21;2345.81;1790.71;1178.01;12.00;0.00;7.81
5.510;1331.43;1179.88;1904.55;471.96;1359.26;2346.46;1791.26;1175.20;11.99;0.00;7.76
5.520;1328.49;1183.41;1905.61;471.66;1356.32;2347.12;1791.82;1172.40;11.97;0.00;7.71
5.530;1325.54;1186.93;1906.66;471.37;1353.37;2347.77;1792.37;1169.59;11.95;0.00;7.67
5.540;1322.60;1190.45;1907.70;471.09;1350.43;2348.43;1792.93;1166.79;11.94;0.00;7.62
5.550;1319.66;1193.98;1908.74;470.80;1347.48;2349.08;1793.48;1163.98;11.92;0.00;7.57
5.560;1316.71;1197.50;1909.76;470.52;1344.54;2349.74;1794.04;1161.18;11.91;0.00;7.52
5.570;1313.77;1201.02;1910.78;470.24;1341.60;2350.40;1794.60;1158.37;11.89;0.00;7.47
5.580;1310.83;1204.54;1911.79;469.96;1338.65;2351.05;1795.15;1155.57;11.87;0.00;7.42
5.590;1307.89;1208.06;1912.79;469.69;1335.71;2351.71;1795.71;1152.76;11.86;0.00;7.37
5.600;1304.95;1211.58;1913.78;469.42;1332.76;2352.36;1796.26;1149.96;11.84;0.00;7.33
5.610;1302.01;1215.10;1914.77;469.15;1329.82;2353.02;1796.82;1147.16;11.83;0.00;7.28
5.620;1299.07;1218.61;1915.74;468.88;1326.88;2353.68;1797.38;1144.36;11.81;0.00;7.23
5.630;1296.14;1222.13;1916.71;468.62;1323.93;2354.33;1797.93;1141.56;11.80;0.00;7.18
5.640;1293.20;1225.65;1917.67;468.36;1320.99;2354.99;1798.49;1138.76;11.78;0.00;7.13
5.650;1290.26;1229.16;1918.63;468.10;1318.05;2355.65;1799.05;1135.96;11.77;0.00;7.09
5.660;1287.32;1232.67;1919.57;467.84;1315.10;2356.30;1799.60;1133.16;11.76;0.00;7.04
5.670;1284.39;1236.19;1920.51;467.58;1312.16;2356.96;1800.16;1130.36;11.74;0.00;6.99
5.680;1281.45;1239.70;1921.44;467.33;1309.22;2357.62;1800.72;1127.56;11.73;0.00;6.95
5.690;1278.52;1243.21;1922.36;467.08;1306.27;2358.27;1801.27;1124.76;11.71;0.00;6.90
5.700;1275.59;1246.72;1923.28;466.83;1303.33;2358.93;1801.83;1121.96;11.70;0.00;6.85
5.710;1272.65;1250.23;1924.18;466.59;1300.39;2359.59;1802.39;1119.16;11.69;0.00;6.81
5.720;1269.72;1253.74;1925.08;466.34;1297.45;2360.25;1802.95;1116.36;11.67;0.00;6.76
5.730;1266.79;1257.25;1925.97;466.10;1294.50;2360.90;1803.50;1113.57;11.66;0.00;6.71
5.740;1263.86;1260.76;1926.86;465.86;1291.56;2361.56;1804.06;1110.77;11.65;0.00;6.67
5.750;1260.93;1264.27;1927.74;465.63;1288.62;2362.22;1804.62;1107.97;11.63;0.00;6.62
5.760;1258.00;1267.77;1928.61;465.39;1285.68;2362.88;1805.18;1105.18;11.62;0.00;6.58
5.770;1255.07;1271.28;1929.47;465.16;1282.73;2363.53;1805.73;1102.38;11.61;0.00;6.53
5.780;1252.14;1274.79;1930.32;464.93;1279.79;2364.19;1806.29;1099.59;11.60;0.00;6.49
5.790;1249.21;1278.29;1931.17;464.70;1276.85;2364.85;1806.85;1096.79;11.58;0.00;6.44
5.800;1246.28;1281.79;1932.01;464.48;1273.91;2365.51;1807.41;1094.00;11.57;0.00;6.40
5.810;1243.36;1285.30;1932.84;464.25;1270.97;2366.17;1807.97;1091.20;11.56;0.00;6.35
5.820;1240.43;1288.80;1933.67;464.03;1268.02;2366.82;1808.52;1088.41;11.55;0.00;6.31
5.830;1237.50;1292.30;1934.49;463.81;1265.08;2367.48;1809.08;1085.62;11.53;0.00;6.26
5.840;1234.58;1295.80;1935.30;463.59;1262.14;2368.14;1809.64;1082.82;11.52;0.00;6.22
5.850;1231.65;1299.30;1936.11;463.38;1259.20;2368.80;1810.20;1080.03;11.51;0.00;6.17
5.860;1228.73;1302.80;1936.91;463.16;1256.26;2369.46;1810.76;1077.24;11.50;0.00;6.13
5.870;1225.81;1306.30;1937.70;462.95;1253.32;2370.12;1811.32;1074.44;11.49;0.00;6.08
5.880;1222.88;1309.80;1938.48;462.74;1250.38;2370.78;1811.88;1071.65;11.48;0.00;6.04
5.890;1219.96;1313.29;1939.26;462.53;1247.43;2371.43;1812.43;1068.86;11.46;0.00;6.00
5.900;1217.04;1316.79;1940.03;462.33;1244.49;2372.09;1812.99;1066.07;11.45;0.00;5.95
5.910;1214.12;1320.29;1940.79;462.12;1241.55;2372.75;1813.55;1063.28;11.44;0.00;5.91
5.920;1211.20;1323.78;1941.55;461.92;1238.61;2373.41;1814.11;1060.49;11.43;0.00;5.87
5.930;1208.28;1327.27;1942.30;461.72;1235.67;2374.07;1814.67;1057.70;11.42;0.00;5.82
5.940;1205.36;1330.77;1943.05;461.52;1232.73;2374.73;1815.23;1054.90;11.41;0.00;5.78
5.950;1202.44;1334.26;1943.79;461.33;1229.79;2375.39;1815.79;1052.11;11.40;0.00;5.74
5.960;1199.52;1337.75;1944.52;461.13;1226.85;2376.05;1816.35;1049.32;11.39;0.00;5.69
5.970;1196.60;1341.24;1945.24;460.94;1223.91;2376.71;1816.91;1046.54;11.38;0.00;5.65
5.980;1193.69;1344.73;1945.96;460.75;1220.97;2377.37;1817.47;1043.75;11.37;0.00;5.61
5.990;1190.77;1348.22;1946.67;460.56;1218.03;2378.03;1818.03;1040.96;11.36;0.00;5.57
6.000;1187.85;1351.71;1947.38;460.37;1215.09;2378.69;1818.59;1038.17;11.35;0.00;5.52
6.010;1184.94;1355.20;1948.08;460.19;1212.15;2379.35;1819.15;1035.38;11.34;0.00;5.48
6.020;1182.02;1358.69;1948.77;460.01;1209.21;2380.01;1819.71;1032.59;11.33;0.00;5.44
6.030;1179.11;1362.18;1949.46;459.82;1206.27;2380.67;1820.27;1029.80;11.32;0.00;5.40
6.040;1176.19;1365.66;1950.14;459.64;1203.33;2381.33;1820.83;1027.01;11.31;0.00;5.36
6.050;1173.28;1369.15;1950.81;459.47;1200.39;2381.99;1821.39;1024.23;11.30;0.00;5.31
6.060;1170.37;1372.64;1951.48;459.29;1197.45;2382.65;1821.95;1021.44;11.29;0.00;5.27
6.070;1167.45;1376.12;1952.15;459.11;1194.51;2383.31;1822.51;1018.65;11.28;0.00;5.23
6.080;1164.54;1379.60;1952.80;458.94;1191.57;2383.97;1823.07;1015.86;11.27;0.00;5.19
6.090;1161.63;1383.09;1953.45;458.77;1188.64;2384.64;1823.64;1013.08;11.26;0.00;5.15
6.100;1158.72;1386.57;1954.10;458.60;1185.70;2385.30;1824.20;1010.29;11.25;0.00;5.11
6.110;1155.81;1390.05;1954.74;458.43;1182.76;2385.96;1824.76;1007.50;11.24;0.00;5.07
6.120;1152.90;1393.53;1955.37;458.27;1179.82;2386.62;1825.32;1004.71;11.23;0.00;5.03
6.130;1149.99;1397.01;1956.00;458.10;1176.88;2387.28;1825.88;1001.93;11.22;0.00;4.99
6.140;1147.08;1400.49;1956.62;457.94;1173.94;2387.94;1826.44;999.14;11.21;0.00;4.95
6.150;1144.17;1403.97;1957.23;457.78;1171.00;2388.60;1827.00;996.36;11.21;0.00;4.91
6.160;1141.27;1407.45;1957.84;457.62;1168.07;2389.27;1827.57;993.57;11.20;0.00;4.86
6.170;1138.36;1410.93;1958.45;457.46;1165.13;2389.93;1828.13;990.78;11.19;0.00;4.82
6.180;1135.45;1414.40;1959.05;457.30;1162.19;2390.59;1828.69;988.00;11.18;0.00;4.78
6.190;1132.55;1417.88;1959.64;457.14;1159.25;2391.25;1829.25;985.21;11.17;0.00;4.75
6.200;1129.64;1421.36;1960.23;456.99;1156.31;2391.91;1829.81;982.43;11.16;0.00;4.71
6.210;1126.74;1424.83;1960.81;456.84;1153.38;2392.58;1830.38;979.64;11.16;0.00;4.67
6.220;1123.83;1428.31;1961.39;456.69;1150.44;2393.24;1830.94;976.86;11.15;0.00;4.63
6.230;1120.93;1431.78;1961.96;456.54;1147.50;2393.90;1831.50;974.07;11.14;0.00;4.59
6.240;1118.02;1435.25;1962.53;456.39;1144.56;2394.56;1832.06;971.29;11.13;0.00;4.55
6.250;1115.12;1438.73;1963.09;456.24;1141.63;2395.23;1832.63;968.50;11.12;0.00;4.51
6.260;1112.22;1442.20;1963.64;456.10;1138.69;2395.89;1833.19;965.72;11.12;0.00;4.47
6.270;1109.32;1445.67;1964.19;455.95;1135.75;2396.55;1833.75;962.93;11.11;0.00;4.43
6.280;1106.41;1449.14;1964.74;455.81;1132.81;2397.21;1834.31;960.15;11.10;0.00;4.39
6.290;1103.51;1452.61;1965.28;455.67;1129.88;2397.88;1834.88;957.36;11.09;0.00;4.35
6.300;1100.61;1456.08;1965.81;455.53;1126.94;2398.54;1835.44;954.58;11.08;0.00;4.32
6.310;1097.71;1459.55;1966.34;455.39;1124.00;2399.20;1836.00;951.80;11.08;0.00;4.28
6.320;1094.81;1463.02;1966.86;455.26;1121.07;2399.87;1836.57;949.01;11.07;0.00;4.24
6.330;1091.91;1466.49;1967.38;455.12;1118.13;2400.53;1837.13;946.23;11.06;0.00;4.20
6.340;1089.01;1469.95;1967.90;454.99;1115.19;2401.19;1837.69;943.44;11.06;0.00;4.16
6.350;1086.12;1473.42;1968.41;454.86;1112.26;2401.86;1838.26;940.66;11.05;0.00;4.12
6.360;1083.22;1476.89;1968.91;454.73;1109.32;2402.52;1838.82;937.88;11.04;0.00;4.09
6.370;1080.32;1480.35;1969.41;454.60;1106.38;2403.18;1839.38;935.09;11.03;0.00;4.05
6.380;1077.42;1483.82;1969.91;454.47;1103.45;2403.85;1839.95;932.31;11.03;0.00;4.01
6.390;1074.53;1487.28;1970.40;454.34;1100.51;2404.51;1840.51;929.53;11.02;0.00;3.97
6.400;1071.63;1490.75;1970.88;454.21;1097.58;2405.18;1841.08;926.74;11.01;0.00;3.94
6.410;1068.74;1494.21;1971.36;454.09;1094.64;2405.84;1841.64;923.96;11.01;0.00;3.90
6.420;1065.84;1497.67;1971.84;453.97;1091.70;2406.50;1842.20;921.18;11.00;0.00;3.86
6.430;1062.95;1501.14;1972.31;453.84;1088.77;2407.17;1842.77;918.39;10.99;0.00;3.83
6.440;1060.05;1504.60;1972.77;453.72;1085.83;2407.83;1843.33;915.61;10.99;0.00;3.79
6.450;1057.16;1508.06;1973.24;453.60;1082.90;2408.50;1843.90;912.83;10.98;0.00;3.75
6.460;1054.27;1511.52;1973.69;453.49;1079.96;2409.16;1844.46;910.05;10.98;0.00;3.72
6.470;1051.37;1514.98;1974.15;453.37;1077.03;2409.83;1845.03;907.26;10.97;0.00;3.68
6.480;1048.48;1518.44;1974.59;453.25;1074.09;2410.49;1845.59;904.48;10.96;0.00;3.64
6.490;1045.59;1521.90;1975.04;453.14;1071.16;2411.16;1846.16;901.70;10.96;0.00;3.61
6.500;1042.70;1525.36;1975.48;453.03;1068.22;2411.82;1846.72;898.91;10.95;0.00;3.57
6.510;1039.81;1528.81;1975.91;452.91;1065.29;2412.49;1847.29;896.13;10.94;0.00;3.54
6.520;1036.92;1532.27;1976.34;452.80;1062.35;2413.15;1847.85;893.35;10.94;0.00;3.50
6.530;1034.03;1535.73;1976.77;452.69;1059.42;2413.82;1848.42;890.57;10.93;0.00;3.46
6.540;1031.14;1539.18;1977.19;452.58;1056.48;2414.48;1848.98;887.78;10.93;0.00;3.43
6.550;1028.25;1542.64;1977.61;452.48;1053.55;2415.15;1849.55;885.00;10.92;0.00;3.39
6.560;1025.36;1546.10;1978.02;452.37;1050.62;2415.82;1850.12;882.22;10.92;0.00;3.36
6.570;1022.47;1549.55;1978.43;452.26;1047.68;2416.48;1850.68;879.44;10.91;0.00;3.32
6.580;1019.59;1553.01;1978.84;452.16;1044.75;2417.15;1851.25;876.65;10.90;0.00;3.29
6.590;1016.70;1556.46;1979.24;452.06;1041.81;2417.81;1851.81;873.87;10.90;0.00;3.25
6.600;1013.81;1559.91;1979.63;451.95;1038.88;2418.48;1852.38;871.09;10.89;0.00;3.22
6.610;1010.93;1563.37;1980.03;451.85;1035.95;2419.15;1852.95;868.31;10.89;0.00;3.18
6.620;1008.04;1566.82;1980.42;451.75;1033.01;2419.81;1853.51;865.53;10.88;0.00;3.15
6.630;1005.15;1570.27;1980.80;451.65;1030.08;2420.48;1854.08;862.74;10.88;0.00;3.11
6.640;1002.27;1573.72;1981.18;451.56;1027.14;2421.14;1854.64;859.96;10.87;0.00;3.08
6.650;999.39;1577.17;1981.56;451.46;1024.21;2421.81;1855.21;857.18;10.87;0.00;3.05
6.660;996.50;1580.62;1981.93;451.36;1021.28;2422.48;1855.78;854.40;10.86;0.00;3.01
6.670;993.62;1584.07;1982.30;451.27;1018.34;2423.14;1856.34;851.62;10.86;0.00;2.98
6.680;990.73;1587.52;1982.67;451.17;1015.41;2423.81;1856.91;848.83;10.85;0.00;2.94
6.690;987.85;1590.97;1983.03;451.08;1012.48;2424.48;1857.48;846.05;10.85;0.00;2.91
6.700;984.97;1594.42;1983.39;450.99;1009.55;2425.15;1858.05;843.27;10.84;0.00;2.88
6.710;982.09;1597.87;1983.74;450.90;1006.61;2425.81;1858.61;840.49;10.84;0.00;2.84
6.720;979.21;1601.32;1984.09;450.81;1003.68;2426.48;1859.18;837.70;10.83;0.00;2.81
6.730;976.32;1604.76;1984.44;450.72;1000.75;2427.15;1859.75;834.92;10.83;0.00;2.78
6.740;973.44;1608.21;1984.78;450.63;997.81;2427.81;1860.31;832.14;10.82;0.00;2.74
6.750;970.56;1611.66;1985.12;450.55;994.88;2428.48;1860.88;829.36;10.82;0.00;2.71
6.760;967.68;1615.10;1985.46;450.46;991.95;2429.15;1861.45;826.58;10.81;0.00;2.68
6.770;964.80;1618.55;1985.79;450.38;989.02;2429.82;1862.02;823.79;10.81;0.00;2.64
6.780;961.92;1622.00;1986.12;450.29;986.09;2430.49;1862.59;821.01;10.81;0.00;2.61
6.790;959.05;1625.44;1986.45;450.21;983.15;2431.15;1863.15;818.23;10.80;0.00;2.58
6.800;956.17;1628.89;1986.77;450.13;980.22;2431.82;1863.72;815.45;10.80;0.00;2.55
6.810;953.29;1632.33;1987.09;450.05;977.29;2432.49;1864.29;812.67;10.79;0.00;2.51
6.820;950.41;1635.77;1987.40;449.97;974.36;2433.16;1864.86;809.88;10.79;0.00;2.48
6.830;947.53;1639.22;1987.72;449.89;971.43;2433.83;1865.43;807.10;10.78;0.00;2.45
6.840;944.66;1642.66;1988.03;449.81;968.50;2434.50;1866.00;804.32;10.78;0.00;2.42
6.850;941.78;1646.10;1988.33;449.73;965.56;2435.16;1866.56;801.54;10.78;0.00;2.39
6.860;938.91;1649.55;1988.63;449.65;962.63;2435.83;1867.13;798.76;10.77;0.00;2.35
6.870;936.03;1652.99;1988.93;449.58;959.70;2436.50;1867.70;795.97;10.77;0.00;2.32
6.880;933.16;1656.43;1989.23;449.50;956.77;2437.17;1868.27;793.19;10.76;0.00;2.29
6.890;930.28;1659.87;1989.52;449.43;953.84;2437.84;1868.84;790.41;10.76;0.00;2.26
6.900;927.41;1663.31;1989.81;449.35;950.91;2438.51;1869.41;787.63;10.76;0.00;2.23
6.910;924.53;1666.75;1990.10;449.28;947.98;2439.18;1869.98;784.84;10.75;0.00;2.20
6.920;921.66;1670.19;1990.38;449.21;945.05;2439.85;1870.55;782.06;10.75;0.00;2.17
6.930;918.79;1673.63;1990.66;449.14;942.12;2440.52;1871.12;779.28;10.74;0.00;2.13
6.940;915.91;1677.07;1990.94;449.07;939.19;2441.19;1871.69;776.50;10.74;0.00;2.10
6.950;913.04;1680.51;1991.22;449.00;936.26;2441.86;1872.26;773.71;10.74;0.00;2.07
6.960;910.17;1683.95;1991.49;448.93;933.33;2442.53;1872.83;770.93;10.73;0.00;2.04
6.970;907.30;1687.39;1991.76;448.86;930.40;2443.20;1873.40;768.15;10.73;0.00;2.01
6.980;904.43;1690.83;1992.02;448.80;927.46;2443.86;1873.96;765.37;10.73;0.00;1.98
6.990;901.55;1694.26;1992.29;448.73;924.53;2444.53;1874.53;762.59;10.72;0.00;1.95
7.000;898.68;1697.70;1992.55;448.67;921.61;2445.21;1875.11;759.80;10.72;0.00;1.92
7.010;895.81;1701.14;1992.81;448.60;918.68;2445.88;1875.68;757.02;10.72;0.00;1.89
